wavelength UVW2 UVM2 UVW1 U B V
611.0 0.0 0.0 0.0 0.0 0.0 0.03
612.0 0.0 0.0 0.0 0.0 0.0 0.02
613.0 0.0 0.0 0.0 0.0 0.0 0.02
614.0 0.0 0.0 0.0 0.0 0.0 0.02
615.0 0.0 0.0 0.0 0.0 0.0 0.01
616.0 0.0 0.0 0.0 0.0 0.0 0.01
617.0 0.0 0.0 0.0 0.0 0.0 0.01
618.0 0.0 0.0 0.0 0.0 0.0 0.01
619.0 0.0 0.0 0.0 0.0 0.0 0.01
620.0 0.0 0.0 0.0 0.0 0.0 0.01
621.0 0.0 0.0 0.0 0.0 0.0 0.01
622.0 0.0 0.0 0.0 0.0 0.0 0.0
623.0 0.0 0.0 0.0 0.0 0.0 0.0
624.0 0.0 0.0 0.0 0.0 0.0 0.0
625.0 0.0 0.0 0.0 0.0 0.0 0.0
626.0 0.0 0.0 0.0 0.0 0.0 0.0
627.0 0.0 0.0 0.0 0.0 0.0 0.0
628.0 0.0 0.0 0.0 0.0 0.0 0.0
629.0 0.0 0.0 0.0 0.0 0.0 0.0
630.0 0.0 0.0 0.0 0.0 0.0 0.0
631.0 0.0 0.0 0.0 0.0 0.0 0.0
632.0 0.0 0.0 0.0 0.0 0.0 0.0
633.0 0.0 0.0 0.0 0.0 0.0 0.0
634.0 0.0 0.0 0.0 0.0 0.0 0.0
635.0 0.0 0.0 0.0 0.0 0.0 0.0
636.0 0.0 0.0 0.0 0.0 0.0 0.0
637.0 0.0 0.0 0.0 0.0 0.0 0.0
638.0 0.0 0.0 0.0 0.0 0.0 0.0
639.0 0.0 0.0 0.0 0.0 0.0 0.0
640.0 0.0 0.0 0.0 0.0 0.0 0.0
641.0 0.0 0.0 0.0 0.0 0.0 0.0
642.0 0.0 0.0 0.0 0.0 0.0 0.0
643.0 0.0 0.0 0.0 0.0 0.0 0.0
644.0 0.0 0.0 0.0 0.0 0.0 0.0
645.0 0.0 0.0 0.0 0.0 0.0 0.0
646.0 0.0 0.0 0.0 0.0 0.0 0.0
647.0 0.0 0.0 0.0 0.0 0.0 0.0
648.0 0.0 0.0 0.0 0.0 0.0 0.0
649.0 0.0 0.0 0.0 0.0 0.0 0.0
650.0 0.0 0.0 0.0 0.0 0.0 0.0
651.0 0.0 0.0 0.0 0.0 0.0 0.0
652.0 0.0 0.0 0.0 0.0 0.0 0.0
653.0 0.0 0.0 0.0 0.0 0.0 0.0
654.0 0.0 0.0 0.0 0.0 0.0 0.0
655.0 0.0 0.0 0.0 0.0 0.0 0.0
656.0 0.0 0.0 0.0 0.0 0.0 0.0
657.0 0.0 0.0 0.0 0.0 0.0 0.0
658.0 0.0 0.0 0.0 0.0 0.0 0.0
659.0 0.0 0.0 0.0 0.0 0.0 0.0
660.0 0.0 0.0 0.0 0.0 0.0 0.0
661.0 0.0 0.0 0.0 0.0 0.0 0.0
662.0 0.0 0.0 0.0 0.0 0.0 0.0
663.0 0.0 0.0 0.0 0.0 0.0 0.0
664.0 0.0 0.0 0.0 0.0 0.0 0.0
665.0 0.0 0.0 0.0 0.0 0.0 0.0
666.0 0.0 0.0 0.0 0.0 0.0 0.0
667.0 0.0 0.0 0.0 0.0 0.0 0.0
668.0 0.0 0.0 0.0 0.0 0.0 0.0
669.0 0.0 0.0 0.0 0.0 0.0 0.0
670.0 0.0 0.0 0.0 0.0 0.0 0.0
671.0 0.0 0.0 0.0 0.0 0.0 0.0
672.0 0.0 0.0 0.0 0.0 0.0 0.0
673.0 0.0 0.0 0.0 0.0 0.0 0.0
674.0 0.0 0.0 0.0 0.0 0.0 0.0
675.0 0.0 0.0 0.0 0.0 0.0 0.0
676.0 0.0 0.0 0.0 0.0 0.0 0.0
677.0 0.0 0.0 0.0 0.0 0.0 0.0
678.0 0.0 0.0 0.0 0.0 0.0 0.0
679.0 0.0 0.0 0.0 0.0 0.0 0.0
680.0 0.0 0.0 0.0 0.0 0.0 0.0
681.0 0.0 0.0 0.0 0.0 0.0 0.0
682.0 0.0 0.0 0.0 0.0 0.0 0.0
683.0 0.0 0.0 0.0 0.0 0.0 0.0
684.0 0.0 0.0 0.0 0.0 0.0 0.0
685.0 0.0 0.0 0.0 0.0 0.0 0.0
686.0 0.0 0.0 0.0 0.0 0.0 0.0
687.0 0.0 0.0 0.0 0.0 0.0 0.0
688.0 0.0 0.0 0.0 0.0 0.0 0.0
689.0 0.0 0.0 0.0 0.0 0.0 0.0
690.0 0.0 0.0 0.0 0.0 0.0 0.0
691.0 0.0 0.0 0.0 0.0 0.0 0.0
692.0 0.0 0.0 0.0 0.0 0.0 0.0
693.0 0.0 0.0 0.0 0.0 0.0 0.0
694.0 0.0 0.0 0.0 0.0 0.0 0.0
695.0 0.0 0.0 0.0 0.0 0.0 0.0
696.0 0.0 0.0 0.0 0.0 0.0 0.0
697.0 0.0 0.0 0.0 0.0 0.0 0.0
698.0 0.0 0.0 0.0 0.0 0.0 0.0
699.0 0.0 0.0 0.0 0.0 0.0 0.0
700.0 0.0 0.0 0.0 0.0 0.0 0.0
701.0 0.0 0.0 0.0 0.0 0.0 0.0
702.0 0.0 0.0 0.0 0.0 0.0 0.0
703.0 0.0 0.0 0.0 0.0 0.0 0.0
704.0 0.0 0.0 0.0 0.0 0.0 0.0
705.0 0.0 0.0 0.0 0.0 0.0 0.0
706.0 0.0 0.0 0.0 0.0 0.0 0.0
707.0 0.0 0.0 0.0 0.0 0.0 0.0
708.0 0.0 0.0 0.0 0.0 0.0 0.0
709.0 0.0 0.0 0.0 0.0 0.0 0.0
710.0 0.0 0.0 0.0 0.0 0.0 0.0
711.0 0.0 0.0 0.0 0.0 0.0 0.0
712.0 0.0 0.0 0.0 0.0 0.0 0.0
713.0 0.0 0.0 0.0 0.0 0.0 0.0
714.0 0.0 0.0 0.0 0.0 0.0 0.0
715.0 0.0 0.0 0.0 0.0 0.0 0.0
716.0 0.0 0.0 0.0 0.0 0.0 0.0
717.0 0.0 0.0 0.0 0.0 0.0 0.0
718.0 0.0 0.0 0.0 0.0 0.0 0.0
719.0 0.0 0.0 0.0 0.0 0.0 0.0
720.0 0.0 0.0 0.0 0.0 0.0 0.0
721.0 0.0 0.0 0.0 0.0 0.0 0.0
722.0 0.0 0.0 0.0 0.0 0.0 0.0
723.0 0.0 0.0 0.0 0.0 0.0 0.0
724.0 0.0 0.0 0.0 0.0 0.0 0.0
725.0 0.0 0.0 0.0 0.0 0.0 0.0
726.0 0.0 0.0 0.0 0.0 0.0 0.0
727.0 0.0 0.0 0.0 0.0 0.0 0.0
728.0 0.0 0.0 0.0 0.0 0.0 0.0
729.0 0.0 0.0 0.0 0.0 0.0 0.0
730.0 0.0 0.0 0.0 0.0 0.0 0.0
731.0 0.0 0.0 0.0 0.0 0.0 0.0
732.0 0.0 0.0 0.0 0.0 0.0 0.0
733.0 0.0 0.0 0.0 0.0 0.0 0.0
734.0 0.0 0.0 0.0 0.0 0.0 0.0
735.0 0.0 0.0 0.0 0.0 0.0 0.0
736.0 0.0 0.0 0.0 0.0 0.0 0.0
737.0 0.0 0.0 0.0 0.0 0.0 0.0
738.0 0.0 0.0 0.0 0.0 0.0 0.0
739.0 0.0 0.0 0.0 0.0 0.0 0.0
740.0 0.0 0.0 0.0 0.0 0.0 0.0
741.0 0.0 0.0 0.0 0.0 0.0 0.0
742.0 0.0 0.0 0.0 0.0 0.0 0.0
743.0 0.0 0.0 0.0 0.0 0.0 0.0
744.0 0.0 0.0 0.0 0.0 0.0 0.0
745.0 0.0 0.0 0.0 0.0 0.0 0.0
746.0 0.0 0.0 0.0 0.0 0.0 0.0
747.0 0.0 0.0 0.0 0.0 0.0 0.0
748.0 0.0 0.0 0.0 0.0 0.0 0.0
749.0 0.0 0.0 0.0 0.0 0.0 0.0
750.0 0.0 0.0 0.0 0.0 0.0 0.0
751.0 0.0 0.0 0.0 0.0 0.0 0.0
752.0 0.0 0.0 0.0 0.0 0.0 0.0
753.0 0.0 0.0 0.0 0.0 0.0 0.0
754.0 0.0 0.0 0.0 0.0 0.0 0.0
755.0 0.0 0.0 0.0 0.0 0.0 0.0
756.0 0.0 0.0 0.0 0.0 0.0 0.0
757.0 0.0 0.0 0.0 0.0 0.0 0.0
758.0 0.0 0.0 0.0 0.0 0.0 0.0
759.0 0.0 0.0 0.0 0.0 0.0 0.0
760.0 0.0 0.0 0.0 0.0 0.0 0.0
761.0 0.0 0.0 0.0 0.0 0.0 0.0
762.0 0.0 0.0 0.0 0.0 0.0 0.0
763.0 0.0 0.0 0.0 0.0 0.0 0.0
764.0 0.0 0.0 0.0 0.0 0.0 0.0
765.0 0.0 0.0 0.0 0.0 0.0 0.0
766.0 0.0 0.0 0.0 0.0 0.0 0.0
767.0 0.0 0.0 0.0 0.0 0.0 0.0
768.0 0.0 0.0 0.0 0.0 0.0 0.0
769.0 0.0 0.0 0.0 0.0 0.0 0.0
770.0 0.0 0.0 0.0 0.0 0.0 0.0
771.0 0.0 0.0 0.0 0.0 0.0 0.0
772.0 0.0 0.0 0.0 0.0 0.0 0.0
773.0 0.0 0.0 0.0 0.0 0.0 0.0
774.0 0.0 0.0 0.0 0.0 0.0 0.0
775.0 0.0 0.0 0.0 0.0 0.0 0.0
776.0 0.0 0.0 0.0 0.0 0.0 0.0
777.0 0.0 0.0 0.0 0.0 0.0 0.0
778.0 0.0 0.0 0.0 0.0 0.0 0.0
779.0 0.0 0.0 0.0 0.0 0.0 0.0
780.0 0.0 0.0 0.0 0.0 0.0 0.0
781.0 0.0 0.0 0.0 0.0 0.0 0.0
782.0 0.0 0.0 0.0 0.0 0.0 0.0
783.0 0.0 0.0 0.0 0.0 0.0 0.0
784.0 0.0 0.0 0.0 0.0 0.0 0.0
785.0 0.0 0.0 0.0 0.0 0.0 0.0
786.0 0.0 0.0 0.0 0.0 0.0 0.0
787.0 0.0 0.0 0.0 0.0 0.0 0.0
788.0 0.0 0.0 0.0 0.0 0.0 0.0
789.0 0.0 0.0 0.0 0.0 0.0 0.0
790.0 0.0 0.0 0.0 0.0 0.0 0.0
791.0 0.0 0.0 0.0 0.0 0.0 0.0
792.0 0.0 0.0 0.0 0.0 0.0 0.0
793.0 0.0 0.0 0.0 0.0 0.0 0.0
794.0 0.0 0.0 0.0 0.0 0.0 0.0
795.0 0.0 0.0 0.0 0.0 0.0 0.0
796.0 0.0 0.0 0.0 0.0 0.0 0.0
797.0 0.0 0.0 0.0 0.0 0.0 0.0
798.0 0.0 0.0 0.0 0.0 0.0 0.0
799.0 0.0 0.0 0.0 0.0 0.0 0.0
800.0 0.0 0.0 0.0 0.0 0.0 0.0
